消防栓编号,施工地址或工程编号,工程编号,安装日期,所属公司,消防栓口径,样式,本点号,地面高程,横坐标,纵坐标,管理单位,所属区县,录入人员,录入时间,目前状况,备注,设备类别,关键字,设备类型,埋设深度,管顶高程,材质,所在道路
131, ,,,,100,,J670595J6,5.11,500426.55,2542562.42,,南庄区,,,,,XHS,5937718,消防栓,-0.5,5.61, ,                                                            
132, ,,,,100,,J668595J12,7.95,500435.7,2542261.09,,南庄区,,,,,XHS,5937719,消防栓,-0.8,8.75, ,                                                            
133, ,,,,100,,J669594J7,5.4,500344.18,2542349.17,,南庄区,,,,,XHS,5937720,消防栓,-1,6.4, ,                                                            
134, ,,,,100,,J669595J3,6.76,500413.57,2542370.48,,南庄区,,,,,XHS,5937721,消防栓,-0.7,7.46, ,                                                            
135, ,,,,100,,J669595J7,6.1,500429.84,2542439.92,,南庄区,,,,,XHS,5937722,消防栓,-0.7,6.8, ,                                                            
136, ,,,,100,,J673596J7,2.807,500879.379,2543196.68,,南庄区,,,,,XHS,5937723,消防栓,-1,3.807, ,                                                            
137, ,,,,100,,J674596J5,3.074,500875.626,2543313.481,,南庄区,,,,,XHS,5937724,消防栓,-1,4.074, ,                                                            
138, ,,,,100,,J667595J18,8.7,500471.12,2541964,,南庄区,,,,,XHS,5937725,消防栓,-0.8,9.5, ,                                                            
140, ,,,,100,,J667594J31,5.89,500305.96,2541950.95,,南庄区,,,,,XHS,5937727,消防栓,-1,6.89, ,                                                            
141, ,,,,100,,J666594J17,6.042,500329.642,2541843.336,,南庄区,,,,,XHS,5937728,消防栓,-0.7,6.742, ,                                                            
142, ,,,,100,,J666594J58,4.422,500194.355,2541686.41,,南庄区,,,,,XHS,5937729,消防栓,0.5,3.922, ,                                                            
145, ,,,,100,,J666593J20,5.53,499967.75,2541863.76,,南庄区,,,,,XHS,5937730,消防栓,-0.7,6.23, ,                                                            
147, ,,,,100,,J667592J8,6.11,499864.38,2541870.51,,南庄区,,,,,XHS,5937732,消防栓,-1,7.11, ,                                                            
148, ,,,,100,,J665593J10,4.142,500071.329,2541641.558,,南庄区,,,,,XHS,5937733,消防栓,-0.7,4.842, ,                                                            
149, ,,,,100,,J664594J12,5.215,500251.237,2541464.111,,南庄区,,,,,XHS,5937734,消防栓,-0.7,5.915, ,                                                            
1776, ,,1998/6/29,,0,,Jzq11557,0,510861.347,2547234.906,,禅城区,,,,消防栓,XHS,5732688, ,0,1.72, ,                                                            
2133, ,,,,0,,Jt15950,0,511809.248,2544087.986,,禅城区,,,,消防栓,XHS,5734039, ,0,2.32, ,                                                            
2134, ,,,,0,,Jt15925,0,511683.979,2544127.324,,禅城区,,,,消防栓,XHS,5734040, ,0,1.66, ,                                                            
2136, ,,2003/12/12,,0,,Jdq06673,0,512266.046,2546967.108,,禅城区,,,,消防栓,XHS,5734042, ,0.6,0, ,同济东                                                      
2137, ,,2003/12/29,,0,,Jdq0764,0,512197.364,2546936.546,,禅城区,,,,消防栓,XHS,5734043, ,0.65,0, ,同济东                                                      
2139, ,,2004/6/20,,0,,Jbq13340,0,513353.654,2544004.885,,禅城区,,,,消防栓,XHS,5734045, ,0.9,2.27, ,法院西侧                                                    
2140, ,,2004/10/20,,0,,Jt10053,0,511994.13,2545176.323,,禅城区,,,,消防栓,XHS,5734046, ,0.7,2.58, ,大福路                                                      
2455, ,,2006/3/27,,100,,J2005JJ0024G63,0,513253.007,2547879.143,,禅城区,,,, ,XHS,5734047,消防栓,0,2.05, ,                                                            
2456, ,,2006/3/27,,100,,J2005JJ0024G98,0,513400.073,2547911.692,,禅城区,,,, ,XHS,5734048,消防栓,0,3, ,                                                            
2458, ,,2006/2/24,,100,,J2005SW0435G15,0,512804.948,2545719.644,,禅城区,,,, ,XHS,5734049,消防栓,0,2.35, ,                                                            
2459, ,,2006/2/24,,100,,J2005SW0435G40,0,512805.464,2545606.196,,禅城区,,,, ,XHS,5734050,消防栓,0,2.43, ,                                                            
2461, ,,2006/2/24,,100,,J2005SW0435G76,0,512933.084,2545516.917,,禅城区,,,, ,XHS,5734052,消防栓,0,2.1, ,                                                            
2462, ,,2006/2/24,,100,,J2005SW0435G87,0,512977.989,2545595.672,,禅城区,,,, ,XHS,5734053,消防栓,0,2.5, ,                                                            
2463, ,,2006/4/18,,100,,J2006SP0027G12,0,504905.213,2550367.36,,禅城区,,,, ,XHS,5734054,消防栓,0,3.46, ,                                                            
2465, ,,2006/4/18,,100,,J2006SP0027G52,0,505104.251,2550360.128,,禅城区,,,, ,XHS,5734055,消防栓,0,3.18, ,                                                            
2467, ,,2006/4/18,,100,,J2006SP0027G101,0,505278.562,2550361.276,,禅城区,,,, ,XHS,5734057,消防栓,0,3.12, ,                                                            
2468, ,,2006/4/18,,100,,J2006SP0027G124,0,505343.321,2550433.459,,禅城区,,,, ,XHS,5734058,消防栓,0,3.14, ,                                                            
2469, ,,2006/4/26,,100,,J2004JJ0140G24,0,498687.722,2545098.467,,禅城区,,,, ,XHS,5734059,消防栓,0,2.55, ,                                                            
1583, ,,1998/5/3,,0,,Jbq17322,0,513955.858,2543731.151,,禅城区,,,,消防栓,XHS,5732978, ,0,2.35, ,                                                            
1439, ,,,,100,,J683648J0216,2.642,513883.524,2545363.849,,禅城区,,,, ,XHS,5732979,消防栓,-0.7,3.34, ,环湖花园湖景楼对面                                          
141, ,,,,50,,J708635652,3.59,510436.235,2550236.346,,禅城区,,,, ,XHS,5731219,消防栓,0,3.5904, ,大石路2号南侧                                               
187, ,,,,100,,J70863911185,2.13,511387.614,2550207.208,,禅城区,,,, ,XHS,5731247,消防栓,0,2.13, ,河滨路公园后街24号门口                                      
2382, ,,,,100,,J2003PJ0198GX148,2.008,513079.369,2546594.184,,禅城区,,,, ,XHS,5733298,消防栓,-0.75,2.758, ,                                                            
2715,2006-基建-0075,,2006/9/18,,100,,J2006JJ75GX227,1.58,512452.955,2550761.024,,禅城区,,,, ,XHS,5733299,消防栓,-0.7,2.28, ,                                                            
3034, ,,2009/9/16,,100,,J2009-WX-073GX5,3.596,512546.725,2547709.168,,禅城区,,,, ,XHS,5733300,消防栓,-0.7,4.296, ,                                                            
2403, ,,2005/4/1,,100,,J2004JJ0095G35,0,510759.331,2549597.046,,禅城区,,,, ,XHS,5733301,消防栓,0,3.95, ,                                                            
2734,2006-0366,,2007/5/8,,100,,J2006-0366GX416,2.458,511760.799,2544826.293,,禅城区,,,, ,XHS,5733302,消防栓,-0.7,3.158, ,                                                            
3061, ,,2008/8/27,,100,,J20080804GX16,4.577,507651.817,2548884.913,,禅城区,,,, ,XHS,5733303,消防栓,-0.63,5.207, ,                                                            
2087, ,,,,100,,J2004SP0143GX5,2.74,505086.965,2548769.89,,禅城区,,,, ,XHS,5733304,消防栓,-0.7,3.44, ,                                                            
3085, ,,,,100,,J2013WX0010GX4,3.398,513285.522,2548004.741,,禅城区,,,, ,XHS,5733306,消防栓,-0.73,4.128, ,                                                            
3104, ,,2013/5/10,,100,,J20120221GX31,4.129,511016.191,2547681.468,,禅城区,,,, ,XHS,5733307,消防栓,-0.6,4.729, ,                                                            
2464, ,,2006/4/18,,100,,J2006SP0027G37,0,505002.49,2550359.739,,禅城区,,,, ,XHS,5733308,消防栓,0,3.59, ,                                                            
2793,2007-维修-0070,,2007/9/10,,100,,J2007W0070GX6,7.976,508721.401,2546485.282,,禅城区,,,, ,XHS,5733309,消防栓,-0.7,8.676, ,                                                            
2210, ,,,,0,,Jjq20819,0,509580.313,2549610.532,,禅城区,,,,消防栓,XHS,5733313, ,0,3.25, ,                                                            
2914, ,,1980/1/1,,100,,J2008-0001GX30,2.468,513280.847,2551461.688,,禅城区,,,, ,XHS,5733470,消防栓,0.38,2.088, ,                                                            
2604, ,,,,100,,J07W01GX7,2.101,511970.691,2545911.991,,禅城区,,,, ,XHS,5733505,消防栓,-0.75,2.851, ,                                                            
2980, ,,1980/1/1,,100,,J715619J7,3.502,506397.448,2551652.187,,禅城区,,,, ,XHS,5733643,消防栓,1.2,2.44, ,                                                            
541,N2007-JJ-0033,,,,100,,JN2007-JJ-0033GX9,2.651,500251.781,2541464.526,,南庄区,,,,,XHS,5938069,消防栓,-0.89,3.541,铸铁,                                                            
546,N2007-NZ-0425,,,,100,,JN2007-NZ-0425GX120,1.919,503214.046,2544853.578,,南庄区,,,,,XHS,5938074,消防栓,-0.64,2.559,铸铁,                                                            
547,N2007-NZ-0425,,,,100,,JN2007-NZ-0425GX143,1.858,503084.915,2544865.264,,南庄区,,,,,XHS,5938075,消防栓,-0.65,2.508,铸铁,                                                            
550,N2007-NZ-0425,,,,100,,JN2007-NZ-0425GX204,2.497,503560.523,2544885.742,,南庄区,,,,,XHS,5938076,消防栓,-1,3.497,铸铁,                                                            
551,N2007-NZ-0425,,,,100,,JN2007-NZ-0425GX221,2.236,503667.139,2544965.431,,南庄区,,,,,XHS,5938077,消防栓,-0.71,2.946,铸铁,                                                            
3022, ,,1980/1/1,,100,,J2004JJ0128GX1000,7.18,508888.27,2546835.76,,禅城区,,,, ,XHS,5733753,消防栓,-0.7,7.88, ,                                                            
2373, ,,,,100,,J2005SW016GX3,2.93,510942.216,2545280.849,,禅城区,,,, ,XHS,5733755,消防栓,-0.6,3.53, ,                                                            
2374, ,,,,100,,J2005FC0008GX19,2.46,510456.524,2547708.933,,禅城区,,,, ,XHS,5733756,消防栓,-0.75,3.21, ,                                                            
2375, ,,,,100,,J2005FC0011GX11,4.15,511842.808,2547510.828,,禅城区,,,, ,XHS,5733757,消防栓,-0.75,4.9, ,                                                            
2378, ,,,,100,,J2005W015GX4,2.42,513651.017,2543970.774,,禅城区,,,, ,XHS,5733759,消防栓,-1,3.42, ,                                                            
2379, ,,,,100,,J2005YA336GX5,0,512556.784,2551384.105,,禅城区,,,, ,XHS,5733760,消防栓,-0.7,3.233, ,                                                            
2380, ,,,,100,,J2005ZM0040GX3,0,510105.081,2548555.239,,禅城区,,,, ,XHS,5733761,消防栓,-0.75,3.135, ,                                                            
2381, ,,,,100,,J2005PJ0080GX9,2.756,513203.646,2546935.277,,禅城区,,,, ,XHS,5733762,消防栓,-0.75,3.506, ,                                                            
2383, ,,,,100,,J2004JJ0148GX7,2.231,513688.978,2547478.96,,禅城区,,,, ,XHS,5733763,消防栓,-0.75,2.981, ,                                                            
2384, ,,,,50,,JGX12,4.55,506642.97,2545519.53,,禅城区,,,, ,XHS,5733764,消防栓,-1.5,6.05, ,                                                            
153, ,,,,100,,J660594J24A,4.09,500249.124,2540525.789,,南庄区,,,,,XHS,5937738,消防栓,-0.7,4.79, ,                                                            
179, ,,,,100,,J657595J11,4.12,500598.85,2540028.04,,南庄区,,,,,XHS,5937739,消防栓,-0.7,4.82, ,                                                            
180, ,,,,100,,J657596J7,4.49,500764.95,2539966.05,,南庄区,,,,,XHS,5937740,消防栓,-0.7,5.19, ,                                                            
181, ,,,,100,,J657596J17,4.559,500919.223,2540015.58,,南庄区,,,,,XHS,5937741,消防栓,-0.7,5.259, ,                                                            
182, ,,,,100,,J657596J25,4.776,500927.449,2539922.884,,南庄区,,,,,XHS,5937742,消防栓,-0.7,5.476, ,                                                            
184, ,,,,100,,J657597J32,4.71,501150.03,2540035.76,,南庄区,,,,,XHS,5937744,消防栓,-0.7,5.41, ,                                                            
185, ,,,,100,,J657597J46,4.45,501159.51,2539897.68,,南庄区,,,,,XHS,5937745,消防栓,-0.7,5.15, ,                                                            
169, ,,,,100,,J661609J272,3.89,504081.69,2540779.06,,南庄区,,,,,XHS,5938146,消防栓,-1,4.89, ,                                                            
360, ,,,,100,,J655604J695,3.675,503233.133,2539312.505,,南庄区,,,,,XHS,5938147,消防栓,-0.7,4.375, ,                                                            
385, ,,,,100,,J685602J123,3.08,502005.33,2546124.4,,南庄区,,,,,XHS,5938148,消防栓,-0.8,3.88, ,                                                            
580,N2011-NZ-0005,,,,100,,JN2011-NZ-0005GX341,0.783,500433.577,2544750.979,,南庄区,,,,,XHS,5938149,消防栓,-0.7,1.483,铸铁,                                                            
581,N2011-NZ-0005,,,,100,,JN2011-NZ-0005GX374,0.698,500341.666,2544701.917,,南庄区,,,,,XHS,5938150,消防栓,-0.4,1.098,铸铁,                                                            
582,N2011-NZ-0005,,,,100,,JN2011-NZ-0005GX396,0.76,500264.362,2544713.69,,南庄区,,,,,XHS,5938151,消防栓,-0.72,1.48,铸铁,                                                            
583,N2011-NZ-0005,,,,100,,JN2011-NZ-0005GX411,0.946,500159.856,2544718.908,,南庄区,,,,,XHS,5938152,消防栓,-0.72,1.666,铸铁,                                                            
584,N2011-NZ-0005,,,,100,,JN2011-NZ-0005GX443,0.78,500209.231,2544756.725,,南庄区,,,,,XHS,5938153,消防栓,-0.7,1.48,铸铁,                                                            
585,N2011-JJ-0015,,,,100,,JN2011-JJ-0015GX15,0.612,501128.85,2538776.843,,南庄区,,,,,XHS,5938154,消防栓,-0.73,1.342,球墨铸铁,                                                            
587,N2012-JL-0218,,,,100,,JN2012JL0218GX18,1.683,501753.454,2540330.917,,南庄区,,,,,XHS,5938156,消防栓,-0.65,2.333,钢管,                                                            
464,N2006-基建-0011,,,,100,,JN2006JJ0011GX61,7.013,500388.164,2541944.097,,南庄区,,,,,XHS,5938157,消防栓,-1,8.013, ,                                                            
324, ,,,,100,,J656606J117,3.583,504350.798,2539891.321,,南庄区,,,,,XHS,5938158,消防栓,-0.7,4.283, ,                                                            
524,N2008-吉利-0022,,,,100,,JN2008JL0022GX17,8.659,499509.006,2541838.349,,南庄区,,,,,XHS,5938159,消防栓,-0.7,9.359, ,                                                            
84, ,,,,100,,J683593J43,3.56,500131.51,2545106.64,,南庄区,,,,,XHS,5938160,消防栓,-1,4.56, ,                                                            
306, ,,,,100,,J655603J813,3.579,502993.148,2537388.749,,南庄区,,,,,XHS,5937831,消防栓,-0.7,4.279, ,                                                            
308, ,,,,100,,J655603J855,3.528,503065.364,2537606.004,,南庄区,,,,,XHS,5937832,消防栓,-0.7,4.228, ,                                                            
2207, ,,,,0,,Jdh15930,0,509696.175,2549607.162,,禅城区,,,,消防栓,XHS,5733310, ,0,3.3, ,                                                            
2209, ,,,,0,,Jjq20894,0,509401.088,2549575.778,,禅城区,,,,消防栓,XHS,5733312, ,0,2.61, ,                                                            
2211, ,,2001/1/4,,0,,Jjq208102,0,509505.83,2549546.919,,禅城区,,,,消防栓,XHS,5733314, ,0,2.75, ,                                                            
